ID,PubchemFP697,PubchemFP362,maxssssC,PubchemFP314,C1SP3,ASP-6,PubchemFP443,nN,piPC8,PubchemFP380,SpMin4_Bhe,GATS7v,PubchemFP824,PubchemFP549,AATS0v,PubchemFP680,SdsCH,AATSC4m,BCUTw-1l,VC-3,Class
2,0,1,0,0,0,0.0442,0,1,3.8408,0,0.355,0,0,1,409.7894,0,0,-3.7108,11.9986,0.7971,Negative
3,0,1,0,0,0,0.0625,0,1,3.8408,0,0.3553,0,0,1,342.2341,0,0,64.7199,11.9986,0.6047,Negative
4,0,1,0,0,2,0.0545,0,6,6.4994,0,1.4053,1.0658,0,1,260.9306,0,0,8.1986,11.9529,0.762,Negative
5,0,1,0,0,0,0.0594,0,1,3.1689,0,0.3603,0,0,1,308.4564,0,0,-32.4179,11.9986,0.4547,Negative
6,0,0,0,0,0,0.0591,0,2,0,0,0.6571,0,0,1,251.1017,0,0,-12.5152,11.999,0.2357,Negative
7,0,0,0,0,1,0.0663,0,1,0,0,0.713,0.755,0,1,254.7757,0,0,-8.492,11.9986,0.2357,Negative
9,0,1,0,0,0,0.0652,0,1,0,0,0.3597,0,0,1,308.4564,0,0,-40.2881,11.9986,0.4452,Negative
10,0,1,0,0,0,0.0767,0,1,0,0,0.3598,0,0,1,274.6788,0,0,-26.6506,11.9986,0.3068,Negative
14,0,0,0,0,0,0.0534,0,3,6.1546,0,0.7342,1.0107,0,1,251.9271,0,0,-9.8515,11.85,0.2546,Negative
16,0,1,0,0,0,0.067,0,1,0,0,0.3625,0,0,1,274.6788,0,0,-4.265,11.9986,0.3068,Negative
17,0,1,0,0,0,0.0605,0,1,3.1689,0,0.3603,0,0,1,308.4564,0,0,-32.4179,11.9986,0.4075,Negative
19,0,0,0,0,0,0.0752,0,1,0,0,0.3626,0,0,1,240.9011,0,0,-3.9425,11.85,0.1179,Negative
20,0,0,0,0,0,0.0665,0,2,3.8408,0,0.5472,0,0,1,251.1017,0,0,-2.3161,11.999,0.2041,Negative
21,0,1,0,0,0,0.0707,0,1,3.1689,0,0.3605,0,0,1,274.6788,0,0,-10.3071,11.9986,0.2657,Negative
22,0,0,0,0,0,0.0821,0,0,3.446,0,0.6136,1.6494,0,0,269.3206,0,4.4581,27.281,11.9988,0.0962,Negative
23,0,0,0,0,0,0.0752,0,0,0,0,0.6097,0,0,0,269.3206,0,0,-41.3093,11.9988,0.4305,Negative
26,0,0,0,0,0,0.0461,0,0,0,0,0.4791,0,0,0,563.4627,0,0,-0,11.9989,1.473,Negative
27,1,0,0,0,0,0.0385,0,0,7.1521,0,0.8293,0.9059,0,0,550.7403,0,0,-116.1889,11.9988,2.58,Negative
28,0,0,0,0,0,0.0419,0,0,6.3332,0,0.8293,0.8444,0,0,536.2034,1,0,12.4019,11.9988,2.557,Negative
29,0,0,0,0,0,0.0614,0,0,3.2189,0,1.0329,1.0798,0,0,273.9489,0,0,-172.905,11.9988,2.7775,Negative
30,0,0,0,0,0,0.0614,0,0,2.1972,0,0.4496,0,0,0,273.9489,0,0,-185.0642,11.9988,1.8516,Negative
33,1,0,0,0,0,0.0575,0,0,6.3058,0,0.7986,1.2891,0,0,306.2586,0,0,-60.8822,11.9988,0.8213,Negative
34,1,0,0,0,0,0.058,0,0,6.1725,0,0.7986,1.089,0,0,275.6984,0,0,-23.6075,11.9988,0.494,Positive
37,0,0,0,0,4,0.0871,1,0,2.8332,1,0.8759,1.0574,0,0,248.8064,0,3.3887,16.2878,11.9988,0.1179,Positive
44,0,0,0,0,2,0.1006,0,0,1.6094,0,1.0308,0.9454,0,0,195.7394,0,0,-4.4948,11.9988,0,Negative
45,1,0,0,0,0,0.0616,0,0,5.4329,0,0.7986,1.0989,0,0,235.149,0,0,0.3278,11.85,0.2357,Negative
46,1,0,0,0,8,0.0479,0,2,6.4851,0,1.4101,1.0712,0,1,211.0267,0,0,1.2908,11.9,1.0798,Negative
47,0,0,0,0,4,0.05,0,1,4.6335,0,0.8341,0.9599,0,1,207.4852,0,0,1.7473,11.9,0.422,Negative
49,0,0,0,0,6,0.0749,0,0,2.3979,0,0.9525,0.8361,0,0,176.8825,0,0,2.2738,11.9,0.2357,Negative
50,0,0,0,0,2,0.0627,0,0,3.9108,0,0.7986,0.9323,0,0,216.9177,1,0,-2.2475,11.9,0.1859,Negative
51,0,0,0,0,2,0.0669,0,0,4.7218,0,0.9502,0.9984,0,0,226.9241,1,0,0.9633,11.85,0.2357,Negative
52,0,0,0,1,3,0.0617,0,0,5.3073,0,1.2216,1.1556,0,0,234.6209,1,0,2.6868,11.85,0.4448,Positive
57,0,0,0,0,2,0.0625,1,0,3.4965,1,0.748,1.9085,0,0,225.1184,0,1.1631,11.3647,11.89,0.3927,Positive
58,0,0,0,0,1,0.0553,0,0,2.1972,0,0.799,0,0,0,199.2694,0,7.0231,-0.8236,11.89,0.4024,Negative
64,0,0,0,0,0,0.0871,0,0,0,0,0.7628,0,0,0,188.057,0,6.5549,-3.1917,11.9,0.1667,Negative
65,0,0,0,0,0,0.0542,0,0,1.6094,0,0.7007,0,0,0,189.4062,1,2.0674,-3.6713,11.9,0.3591,Negative
66,1,0,0,0,0,0.0746,0,0,3.0564,0,0.6788,0.6333,0,0,227.3003,0,3.6528,-6.7259,11.85,0.1925,Negative
67,0,0,0,0,0,0.0871,0,0,0,0,0.6095,0,0,0,227.3003,0,1.8333,-7.5666,11.85,0.0962,Positive
68,0,0,0,0,0,0.0871,0,1,0,0,0.4825,0,0,1,228.3679,0,1.7222,-12.7924,11.79,0.0745,Negative
69,0,0,0,0,0,0.0871,0,1,0,0,0.4493,0,0,1,228.3679,0,1.7933,-9.1017,11.9885,0.0962,Negative
73,0,0,0,0,6,0.0826,0,0,2.7726,1,1.2581,1.0595,0,0,193.4175,0,2.8622,-6.9906,11.79,0.068,Positive
75,0,0,0,0,3,0.0871,0,0,0,0,0.5467,1.0476,0,0,182.4845,0,1.7385,4.041,11.9,0.1179,Negative
76,0,0,0,1,3,0.0798,0,0,2.5649,0,1.1697,1.3447,0,0,197.9396,0,4.4711,-10.2946,11.79,0.1827,Negative
78,0,0,0,0,0,0.0752,1,2,0,0,0.5218,0,0,1,228.7082,0,0,-7.4867,11.85,0.1423,Negative
80,1,0,0,0,5,0.0415,1,3,6.2408,0,1.3994,1.2221,0,1,250.0369,0,0,291.3608,11.9989,1.7235,Negative
81,1,0,0,0,7,0.0426,1,3,6.3787,0,1.4824,1.4164,0,1,245.069,0,0,286.5644,11.9989,1.7914,Negative
82,0,0,0,1,6,0.049,0,2,3.8067,1,1.2085,1.0368,0,0,197.5351,1,0,-2.3465,11.9985,0.6588,Positive
86,0,1,0,0,4,0.0539,1,0,4.6862,1,0.7986,0.6076,0,0,216.1807,1,0,-12.109,11.89,0.9569,Negative
89,1,0,0,0,0,0.0447,0,0,4.3944,0,1.0694,0,0,0,209.4625,0,9.6951,1.0005,11.9,0.5194,Negative
90,0,0,0,0,0,0.0625,0,0,3.7136,0,0.8304,0,0,0,199.2694,0,9.3626,-1.9113,11.9,0.3027,Negative
92,0,0,0,0,2,0.0603,1,0,4.1633,1,0.8113,0.9922,0,0,216.8719,1,0,-4.8035,11.9963,0.2504,Positive
96,1,0,0,0,0,0.049,0,0,6.6313,0,0.9971,0,0,0,245.1382,0,0,-7.1059,11.9,0.35,Negative
97,0,0,0,0,1,0.0437,0,0,2.7081,0,0.7229,0,0,0,190.6328,1,0,-4.1111,11.9,0.4553,Negative
98,1,0,0,0,0,0.0589,0,0,6.0187,0,0.7986,0.9059,0,0,245.1382,0,0,-3.0517,11.85,0.1667,Positive
99,1,0,0,0,0,0.0487,0,1,7.2518,0,0.9574,1.2153,0,1,250.5566,0,0,-3.6036,11.9884,0.311,Negative
100,1,0,0,0,0,0.0511,0,0,7.2698,0,1.0585,0.8287,0,0,251.8274,0,0,-4.2006,11.85,0.3333,Negative
101,0,0,0,0,0,0.048,0,2,6.5324,0,1.2928,1.056,0,1,215.0037,0,0,0.5885,11.9,1.0175,Negative
102,0,0,0,0,0,0.0669,0,2,4.3944,0,1.0189,1.286,0,0,180.4376,0,0,1.1024,11.9,0.2582,Negative
103,0,0,0,0,0,0.0616,0,1,3.0445,0,1.0189,0.9736,0,0,167.7901,0,0,-0.4501,11.9,0.2887,Positive
107,0,0,0,0,0,0.0625,0,3,5.6452,0,0.5681,0,0,1,244.7473,0,0,-8.381,11.999,0.1367,Negative
108,1,0,0,0,0,0.0483,0,1,7.2698,0,0.971,0.9407,0,1,254.785,0,0,-6.1636,11.85,0.2887,Negative
109,1,0,0,0,0,0.0413,0,0,8.1493,0,1.0817,1.0156,0,0,272.5811,0,0,-4.2277,11.85,0.4345,Negative
110,1,0,0,0,0,0.0496,0,0,7.3048,0,0.9561,0.9277,0,0,260.0031,0,0,-5.7558,11.85,0.311,Negative
111,1,0,0,0,0,0.0483,0,0,7.2698,0,0.971,0.8858,0,0,282.269,0,0,-17.1435,11.998,0.4979,Negative
116,0,0,0,0,0,0.0633,0,0,5.8856,0,0.6281,0,0,0,249.1022,0,0,-7.193,11.85,0.1667,Negative
117,0,0,0,0,0,0.0633,0,1,5.8856,0,0.6257,0,0,1,251.3266,0,0,-8.6847,11.85,0.1479,Negative
118,0,0,0,0,0,0.0625,0,1,5.6452,0,0.6521,0,0,1,282.8663,0,0,-22.3337,11.85,0.2413,Negative
119,0,0,0,0,4,0.0417,1,3,4.8368,1,1.3363,0.7911,0,1,213.8069,1,0,7.3014,11.89,2.3326,Negative
123,1,0,0,0,3,0.048,1,1,5.8929,1,1.4603,1.0761,0,0,201.7573,1,0,1.4874,11.89,1.097,Negative
125,0,0,0,0,3,0.0632,0,2,3.3673,0,0.8342,0,0,0,177.6156,0,0,-9.3126,11.9,0.1825,Negative
130,0,0,0,0,4,0.0515,0,2,6.3285,0,1.0189,1.2985,0,1,247.438,0,0,-7.0737,11.9944,0.8506,Negative
131,0,0,0,0,8,0.0642,0,2,3.0445,0,1.0189,1.1893,0,0,199.948,0,0,-25.2316,11.9945,0.474,Negative
145,0,0,0,0,1,0.0664,1,0,2.5649,1,1.0189,1.0187,0,0,184.4747,1,0,-2.7788,11.89,0.3363,Positive
146,0,0,0,0,6,0.0689,1,0,2.7726,1,0.8834,2.0114,0,0,188.9989,0,0,-1.5884,11.89,1.644,Positive
148,0,0,0,0,2,0.0673,1,0,4.2019,1,0.7986,1.4885,0,0,218.5789,1,0,-7.0953,11.89,0.3363,Positive
149,0,0,0,0,3,0.0669,1,0,0,1,0.6597,1.287,0,0,196.2314,0,0,-8.8963,11.89,0.3363,Positive
154,0,0,0,0,2,0.0767,0,0,0,0,0.9365,2.0312,0,0,182.0196,0,2.35,-4.366,11.9,0.5526,Positive
155,0,1,0,0,1,0.0767,0,0,0,0,0.6988,2.3375,0,0,241.8619,0,0,-10.0318,11.89,0.4491,Negative
164,0,0,0,0,1,0.074,1,0,4.5231,0,0.7986,0.9872,0,0,226.7808,0,3.3727,-1.3897,11.89,0.2141,Negative
165,1,1,0,0,2,0.0511,1,6,7.4536,0,1.7189,1.0637,0,1,252.773,0,0,4.5308,11.89,1.2724,Negative
169,1,0,0,0,2,0.0767,1,0,0,0,0.7986,1.5791,0,0,216.944,0,0,-7.8933,11.89,0.3521,Positive
170,0,0,0,0,1,0.0767,1,0,0,0,0.7028,1.0496,0,0,226.0882,1,0,-11.463,11.89,0.2599,Positive
172,0,1,0,0,1,0.0707,1,0,3.1689,0,0.6866,0,0,0,254.4755,0,0,-9.8595,11.89,0.3379,Negative
173,0,0,0,0,2,0.068,1,0,0,1,0.2156,0,0,0,202.2908,1,0,-4.9501,11.89,0.268,Positive
176,0,0,0,0,2,0.0621,1,1,4.4271,0,0.9595,1.1252,0,1,212.5508,0,0,7.4275,11.89,0.4665,Positive
177,1,0,0,0,3,0.058,1,1,4.5139,0,1.0742,0.9642,0,1,207.4852,0,0,3.4247,11.89,0.5997,Negative
187,0,0,0,0,1,0.0657,1,2,3.8408,0,0.7986,0.7487,0,1,209.6187,0,0,1.2095,11.89,0.2816,Positive
190,0,0,0,0,1,0.0694,1,1,3.9919,0,0.8085,0.6895,0,1,217.1992,1,0,-2.4673,11.89,0.2388,Positive
192,0,0,0,0,1,0.0821,0,1,2.7842,0,0.7986,0.7367,0,1,198.6685,0,0,-0.0873,11.9935,0.1179,Negative
195,0,0,0,0,1,0.0689,1,0,4.343,1,0.7779,0.9358,0,0,234.566,1,0,-1.9039,11.89,0.2601,Positive
196,0,0,0,0,4,0.0846,1,0,0,1,0.7526,0.9057,0,0,184.149,0,0,-7.1001,11.89,0.2845,Positive
203,1,0,0,0,5,0.0465,1,1,6.3855,1,1.7133,0.9975,0,0,208.8643,1,0,-4.8673,11.89,1.7928,Negative
205,1,0,0,0,6,0.0507,1,0,5.2109,1,0.9837,1.4576,0,0,192.1442,1,0,6.7466,11.89,2.8292,Negative
208,1,0,0,0,6,0.0439,0,3,7.7253,0,1.4971,1.2724,0,1,208.036,1,0,6.6819,11.999,2.9498,Negative
209,1,0,0.2096,0,9,0.0506,0,0,4.925,0,1.2739,1.7905,0,0,178.2462,0,0,2.3878,11.89,4,Negative
214,1,0,0,0,7,0.051,0,0,4.8081,0,1.0012,1.063,0,0,183.6962,1,0,5.6487,11.89,2.8181,Negative
216,1,0,0.0804,0,3,0.0536,1,0,0,1,0.7986,1.4279,0,0,204.6904,1,0,1.3377,11.89,1.4623,Negative
219,1,0,0,0,3,0.0413,1,0,6.8647,0,1.0769,1.2082,0,0,237.5952,0,0,5.4717,11.89,1.7241,Negative
220,1,0,0.1237,0,3,0.0602,0,0,0,0,0.7603,0,0,0,195.4693,1,0,2.6291,11.89,1.4079,Negative
222,1,0,0.4066,0,5,0.0731,1,0,2.7726,1,1.1431,0.9408,0,0,172.5225,1,0,5.5235,11.89,1.7374,Negative
225,0,0,0.2927,0,3,0.0525,0,2,6.2506,0,0.872,1.2658,0,1,233.5876,0,0,2.0149,11.89,1.8267,Negative
231,0,0,0,0,10,0.0554,0,0,3.0445,0,1.4422,0.3503,0,0,161.0867,1,0,2.7343,11.89,3.9175,Negative
232,1,0,0,0,2,0.0447,0,0,6.0668,0,0.8139,1.2151,0,0,302.1871,1,0,85.1847,11.9988,2.1624,Negative
233,1,0,0.0898,0,6,0.0465,0,0,6.4832,0,1.4754,1.1725,0,0,305.4035,1,0,80.7123,11.9988,3.2865,Negative
235,1,0,0,0,2,0.0547,0,0,5.6684,0,0.7986,1.0321,0,0,220.6932,1,0,-6.7385,11.89,1.0657,Negative
236,1,0,0,0,2,0.0499,0,2,6.2965,0,1.0428,0.7938,0,0,244.4106,1,0,-5.5283,11.89,1.0527,Negative
237,1,0,0,0,6,0.0517,0,0,6.0746,0,1.3141,0.8496,0,0,205.4977,1,0,-6.6231,11.89,1.0527,Negative
238,1,0,0,0,4,0.0484,0,1,6.8752,0,1.7371,0.8618,0,1,224.3938,0,0,-4.9179,11.89,2,Negative
240,1,0,0.1192,0,2,0.0527,0,0,5.0296,0,1.2349,0.913,0,0,216.9731,0,0,-0.5046,11.89,1.2488,Negative
253,1,0,0,0,5,0.0517,1,0,5.877,1,1.4508,0.6387,0,0,211.269,1,2.1823,6.7789,11.89,1.7461,Negative
265,1,0,0,0,3,0.0375,1,0,5.2257,1,1.1478,1.4474,0,0,203.9405,1,4.3331,0.5755,11.89,1.6941,Negative
267,1,0,0,0,6,0.0448,0,0,6.8048,0,1.4176,0.7135,0,0,196.7777,0,0,1.7849,11.89,1.2492,Negative
268,1,0,0,0,3,0.0767,0,0,0,0,1.0189,1.2429,0,0,161.8948,0,0,-2.8534,11.89,0.7887,Positive
269,1,0,0,0,3,0.0767,0,0,0,0,0.7986,1.5771,0,0,194.5976,0,0,-5.1772,11.89,0.5516,Positive
270,1,0,0,0,3,0.0696,0,0,1.0986,0,1.0241,1.2717,0,0,163.6527,1,0,-0.9194,11.89,0.8635,Negative
271,1,0,0,0,3,0.0696,0,0,2.7842,0,0.8109,1.6358,0,0,195.4693,1,0,-2.0369,11.89,0.6032,Negative
275,1,0,0,0,3,0.0663,0,0,0,0,0.7986,1.4922,0,0,195.4693,1,0,-5.0712,11.89,0.5028,Positive
279,1,0,0,0,2,0.0546,0,0,4.9372,0,1.018,1.1538,0,0,195.6525,0,0,-4.0327,11.89,0.7041,Negative
281,1,0,0,0,4,0.049,0,0,6.5396,0,1.2248,0.5564,0,0,205.4985,0,0,-0.6558,11.89,0.8884,Negative
289,0,0,0,0,6,0.0548,0,4,3.4965,0,1.3314,0.9252,0,0,182.1072,0,0,6.6745,11.89,1.868,Negative
291,0,0,0,0,3,0.0565,0,2,5.8684,0,1.2956,1.1251,0,1,201.2714,0,0,4.1615,11.89,0.8624,Negative
296,1,0,0,0,8,0.0801,0,0,3.2189,0,1.6373,1.2072,0,0,159.0511,0,0,0.746,11.89,1.9712,Negative
298,1,0,0,0,3,0.0979,0,0,1.3863,0,0.9309,0.9049,0,0,155.6182,1,0,1.597,11.89,0.4082,Positive
300,1,0,0,0,6,0.064,1,0,5.0284,1,1.5195,1.005,0,0,183.0906,1,0,5.5293,11.89,1.0442,Positive
303,0,0,0,0,6,0.0934,0,0,1.6094,0,0.9457,0.9365,0,0,155.6182,0,0,3.9872,11.89,0.8165,Negative
305,0,0,0,0,7,0.0744,0,1,1.6094,0,0.7957,0.1712,0,0,162.0838,0,0,2.3109,11.89,0.5664,Negative
311,1,0,0,0,4,0.0401,1,2,7.0598,0,1.4494,1.1903,0,1,218.9911,0,0,11.2949,11.89,1.0931,Negative
312,0,0,0,0,2,0.0568,0,2,5.7786,0,0.9809,0.8879,0,1,211.3968,0,0,2.9827,11.89,0.5387,Negative
317,0,0,0,0,5,0.0589,0,0,0,1,0.7603,1.8101,0,0,169.6799,0,0,11.8505,11.89,1.3821,Negative
321,1,0,0,0,3,0.0435,0,0,7.0908,0,1.7359,0.9929,0,0,227.1215,1,0,-4.6061,11.89,1.0362,Negative
322,1,0,0,0,3,0.0513,0,0,5.6684,0,1.1828,0.807,0,0,215.7582,0,0,-5.3173,11.89,0.6349,Negative
324,1,0,0,0,1,0.0542,0,0,5.5576,0,0.8116,0.9403,0,0,226.9241,1,0,-6.61,11.89,0.3884,Negative
325,1,0,0.4751,0,9,0.0613,0,0,2.3026,0,1.2608,1.9107,0,0,156.6624,0,0,8.0702,11.89,4.6171,Negative
326,1,0,0,0,3,0.049,0,0,6.2965,0,1.4532,1.0016,0,0,219.4517,0,0,-4.5725,11.89,0.8835,Negative
328,1,0,0.2032,0,4,0.0566,1,0,4.6599,0,0.8238,1.1926,0,0,193.3515,0,1.0116,0.6049,11.89,1.6869,Negative
329,0,0,0,0,3,0.0971,0,0,0,0,0.9331,1.4438,0,0,171.2384,0,4.2905,-0.9758,11.89,0.5244,Positive
331,0,0,0,1,6,0.0601,0,0,1.3863,0,1.0693,1.2578,0,0,209.8689,0,0,-25.0981,11.9985,0.6827,Negative
342,1,0,0,0,1,0.0548,1,1,4.7218,1,0.8108,0.9354,1,0,205.2905,1,0,-4.3156,11.85,0.9199,Negative
343,0,0,0,0,1,0.0752,0,1,0,0,0.69,0,0,1,198.6685,0,0,-5.1144,11.89,0.2629,Negative
349,0,0,0,0,3,0.0378,1,3,5.5759,1,1.3659,0.881,0,0,203.6383,1,0,0.2985,11.9,1.6255,Negative
353,0,0,0,0,10,0.0708,0,2,2.8332,0,1.4,0.8615,0,0,159.1559,0,0,6.4387,11.89,1.0465,Negative
360,1,0,0,0,5,0.0825,0,0,1.6094,0,1.1252,1.3368,0,0,161.8948,0,4.4619,3.0747,11.89,0.9326,Negative
364,1,0,0.3847,0,3,0.0456,0,0,1.9459,0,0.9062,0,0,0,174.2486,1,0,-5.1501,11.89,1.7067,Negative
365,1,0,0.4751,0,2,0.0498,0,0,0,0,0.8963,0,0,0,182.0196,0,0,-9.8126,11.89,1.2181,Negative
367,1,0,0.3814,0,3,0.0466,0,0,1.0986,0,0.9658,0,0,0,172.7954,1,0,-13.2358,11.89,1.6903,Positive
373,0,0,0,0,3,0.0569,1,1,4.9358,0,1.0401,1.3402,0,1,233.0746,0,0,-11.8103,11.89,0.3895,Positive
375,0,0,0,0,1,0.0523,1,0,4.0431,1,0.8043,0.8135,0,0,216.8937,1,2.0149,-1.7817,11.89,0.5361,Negative
376,1,0,0.6377,0,3,0.0521,0,0,1.6094,0,0.8496,0,0,0,182.0196,0,2.4346,-5.9142,11.89,1.3237,Positive
378,0,0,0,0,1,0.0518,1,2,5.1891,0,0.7986,1.1206,0,1,228.2185,0,0,2.8913,11.85,0.3472,Negative
379,0,0,0,0,1,0.0461,0,0,0,0,0.4332,0,0,0,438.3275,0,0,-102.4103,11.89,1.3525,Negative
382,0,1,0,0,1,0.0752,0,0,0,0,0.4201,0,0,0,277.2708,0,0,-53.7335,11.9986,0.4523,Negative
383,0,0,0,0,1,0.0504,1,0,4.0073,1,0.9905,0,0,0,216.8937,1,3.9233,-1.0608,11.89,0.5028,Negative
386,0,0,0,0,3,0.0532,0,0,4.3393,0,0.8099,1.039,0,0,266.0669,1,0,0.5257,11.9,0.8724,Negative
392,1,0,0,0,3,0.0634,0,1,0,0,0.7196,0,0,1,193.872,0,0,-10.1636,11.89,0.5275,Negative
393,1,1,0,0,2,0.0634,0,1,0,0,0.5981,0,0,1,222.3129,0,0,-6.1084,11.89,0.5468,Negative
394,1,0,0,0,3,0.0634,0,0,0,0,0.653,0,0,0,200.0476,1,0,-10.0211,11.89,0.5112,Negative
398,1,0,0,0,8,0.0466,0,0,7.1171,0,1.2662,1.0307,0,0,211.3675,1,0,-4.7948,11.9,1.0818,Negative
400,0,0,0,0,1,0.0552,0,2,4.2391,0,0.584,1.0767,0,1,235.9852,1,0,-6.2887,11.999,0.4202,Negative
404,0,1,0,0,1,0.0721,0,1,0,0,0.5241,0,0,1,232.9749,0,0,-8.8097,11.9986,0.4167,Negative
406,0,1,0,0,2,0.0687,1,0,4.3095,1,0.7798,1.0814,0,0,238.3886,1,0,-6.2397,11.9985,0.4568,Negative
407,0,1,0,0,1,0.0535,0,1,3.6628,0,0.8597,0.9253,0,1,247.9297,0,0,-17.1574,11.9986,0.688,Negative
408,0,1,0,0,1,0.0721,0,1,0,0,0.4407,0,0,1,232.9749,0,0,-25.8658,11.9986,0.4042,Negative
410,1,0,0,0,3,0.0538,0,0,0,0,0.7798,0,0,0,200.7582,1,0,-18.3822,11.89,0.5148,Negative
411,1,0,0,0,8,0.0479,0,0,6.3598,0,1.503,1.4176,0,0,205.0808,1,0,2.1965,11.89,3.4157,Negative
414,0,0,0,0,5,0.0703,1,0,2.5649,1,0.9533,1.341,0,0,180.3412,0,0,-3.292,11.89,0.4143,Positive
415,1,0,0,0,2,0.055,0,0,6.2076,0,0.8962,0.7667,0,0,227.3003,0,0,-8.6476,11.89,0.4553,Positive
421,1,0,0,0,3,0.0721,0,0,0,0,0.7718,0,0,0,199.2694,0,0,-9.8315,11.89,0.4553,Negative
427,0,0,0,0,1,0.0859,1,0,0,0,0.7508,0.3696,0,0,226.6586,0,0.8467,-2.5984,11.89,0.2629,Positive
428,0,0,0,0,3,0.0767,0,0,0,0,0.9199,2.0312,0,0,182.0196,0,2.353,-6.304,11.9,0.5791,Positive
429,1,0,0,0,3,0.069,0,0,0,0,0.9381,1.9027,0,0,172.7954,1,2.2561,-2.8384,11.9,1.1189,Positive
430,0,0,0,0,1,0.0767,0,1,0,0,0.7115,0.8369,0,1,226.9588,0,0,-2.474,11.89,0.2845,Negative
431,1,0,0,0,2,0.0767,0,0,0,0,1.0189,1.4438,0,0,171.2384,0,0,-3.0458,11.9,0.6371,Positive
432,0,0,0,0,1,0.0767,1,0,0,1,0.7672,0.9736,0,0,226.0882,1,0,-4.5364,11.89,0.2956,Positive
434,0,0,0,0,1,0.069,0,0,0,0,0.7986,1.3084,0,0,261.9852,0,0,-10.8335,11.999,0.7186,Positive
436,0,0,0,0,1,0.0767,0,0,0,0,0.7515,0.9034,0,0,235.7137,0,0,-8.3509,11.89,0.3903,Positive
437,0,0,0,0,1,0.069,0,1,0,0,0.7986,1.0391,0,0,225.8622,0,0,-9.7332,11.89,0.5228,Negative
438,0,0,0,0,1,0.069,0,0,0,0,0.7986,0.8992,0,0,234.6967,0,0,-8.4186,11.89,0.477,Positive
441,0,0,0,0,1,0.0652,0,1,0,0,0.7148,0.8875,0,1,226.3717,1,0,-10.371,11.89,0.3267,Negative
442,0,0,0,0,1,0.0597,0,1,4.7441,0,0.7325,0.8121,0,1,243.0595,0,0,-17.8528,11.89,0.5589,Negative
445,0,1,0,0,1,0.0721,0,0,0,0,0.4194,0,0,0,277.2708,0,0,-11.8563,11.89,0.497,Negative
447,1,0,0,0,2,0.0721,0,1,0,0,0.5981,0,0,1,198.6685,0,0,-9.8283,11.89,0.3943,Negative
448,0,0,0,0,1,0.0546,0,1,3.6628,0,0.6138,0,0,1,225.4112,0,0,-4.7416,11.89,0.5467,Negative
450,0,0,0,0,2,0.0721,0,1,0,0,0.6565,0,0,1,198.6685,0,0,-9.9049,11.89,0.3849,Negative
451,0,0,0,0,1,0.0721,0,2,0,0,0.6291,0,0,1,198.0044,0,0,-9.344,11.89,0.3239,Negative
452,0,0,0,0,1,0.0508,0,3,7.1704,0,1.184,0.9453,0,1,249.5275,1,0,1.3776,11.89,0.6092,Negative
453,1,0,0,0,2,0.0721,0,0,0,0,0.4994,0,0,0,206.0718,1,0,-9.86,11.89,0.3756,Positive
454,0,0,0,0,1,0.0594,0,1,3.1689,0,0.4773,0,0,1,226.3717,1,0,3.3812,11.89,0.3333,Negative
455,1,0,0.0239,0,4,0.0546,0,0,3.1689,0,0.7603,0,0,0,191.872,1,0,3.1957,11.89,1.5534,Negative
459,0,1,0,0,1,0.0721,0,0,0,0,0.4527,0,0,0,243.9104,1,0,-19.1696,11.89,0.3825,Negative
460,0,0,0,0,1,0.0594,0,1,3.1689,0,0.5858,0,0,1,226.3717,1,0,-2.2545,11.89,0.3209,Negative
461,1,0,0,1,6,0.05,0,0,6.3724,0,1.3328,0.9042,0,0,222.6073,1,0,3.6255,11.89,1.2822,Negative
462,0,0,0,1,3,0.0502,0,0,6.1458,0,1.3399,1.2737,0,0,234.2331,1,0,1.9996,11.89,0.8868,Positive
463,0,0,0,1,1,0.051,0,0,6.0862,0,1.307,1.1716,0,0,244.8191,1,0,1.067,11.89,0.5535,Negative
464,1,0,0.4531,0,5,0.0361,1,0,5.273,0,1.3156,1.0028,0,0,186.9172,0,0,-5.3259,11.89,2.1781,Negative
466,1,0,0,0,1,0.0388,0,0,8.4409,0,1.2596,1.1562,0,0,253.8161,0,0,-6.2911,11.89,0.7668,Negative
470,1,0,0,0,3,0.0752,0,0,0,0,0.8716,0,0,0,199.2694,0,0,-16.3171,11.89,0.4137,Negative
475,1,0,0,0,1,0.067,1,0,0,1,0.5028,0,0,0,226.0882,1,0,-0.9756,11.89,0.2956,Positive
477,0,0,0,0,2,0.0605,0,1,3.1689,0,0.8303,0,0,1,217.1992,0,0,-11.0302,11.89,0.3714,Negative
479,1,0,0,0,1,0.0527,0,0,6.4234,0,1.1812,1.1293,0,0,232.0861,0,0,-2.9348,11.89,0.5705,Negative
485,1,0,0,0,1,0.0596,0,0,6.0187,0,0.7488,0,0,0,236.644,0,0,-8.3169,11.89,0.2998,Negative
488,0,0,0,0,2,0.0833,0,0,0,0,0.5993,0,0,0,205.4985,0,0,-14.1991,11.89,0.2887,Positive
492,0,0,0,0,5,0.049,0,1,4.7712,0,1.0851,1.0857,0,1,203.3406,0,0,-0.5165,11.9,0.5564,Negative
493,0,0,0,0,2,0.0582,0,3,5.3184,0,1.0864,0.7436,0,1,217.4606,0,0,-4.7766,11.89,0.4955,Negative
